letter_id,edition,n_footnote,n_sentence,xml_footnote,xml_sentence,text_footnote,text_sentence,len_footnote,pos_footnote,label
10013,20,13,17,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn13"" type=""footnote"" n=""13"">Bileam, ein Priester der Moabiter, der seinem Volk beibrachte, wie man die verfeindeten Israeliten dazu veranlassen könnte, Gott zu verlassen, um so ihren eigenen Niedergang herbeizuführen; s. <cit type=""bible""><ref>Num 31, 16</ref></cit>; <cit type=""bible""><ref>Apok 2, 14</ref></cit>. - Bileam steht hier für die katholischen Priester.</note>, qui se lanceolis confodiunt et fiduciam suam ponunt in opus externum.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""17"" xml:lang=""la"" type=""auto"">Ita enim mihi sępe usu venit a sacerdotibus Balaam<note xml:id=""fn13"" type=""footnote"" n=""13"">Bileam, ein Priester der Moabiter, der seinem Volk beibrachte, wie man die verfeindeten Israeliten dazu veranlassen könnte, Gott zu verlassen, um so ihren eigenen Niedergang herbeizuführen; s. <cit type=""bible""><ref>Num 31, 16</ref></cit>; <cit type=""bible""><ref>Apok 2, 14</ref></cit>. - Bileam steht hier für die katholischen Priester.</note>, qui se lanceolis confodiunt et fiduciam suam ponunt in opus externum.</s>","Bileam, ein Priester der Moabiter, der seinem Volk beibrachte, wie man die verfeindeten Israeliten dazu veranlassen könnte, Gott zu verlassen, um so ihren eigenen Niedergang herbeizuführen; s. Num 31, 16; Apok 2, 14. - Bileam steht hier für die katholischen Priester., qui se lanceolis confodiunt et fiduciam suam ponunt in opus externum.","Ita enim mihi sępe usu venit a sacerdotibus Balaam__13, qui se lanceolis confodiunt et fiduciam suam ponunt in opus externum.",52,8,misc
10013,20,14,18,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn14"" type=""footnote"" n=""14"">Vgl. <cit type=""bible""><ref>Joh 12, 40</ref></cit>.</note> quo pręcipitio collidantur tetrici satellites orci.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""18"" xml:lang=""la"" type=""auto"">De his me ita accipias, quod velim ab eis avelli et ignorantiam ac dei contemptum, qui impios in cęcitatem et ab illa in obstinatam mentem longius abducit,<note xml:id=""fn14"" type=""footnote"" n=""14"">Vgl. <cit type=""bible""><ref>Joh 12, 40</ref></cit>.</note> quo pręcipitio collidantur tetrici satellites orci.<note xml:id=""fn15"" type=""footnote"" n=""15"">Zu diesem Ausdruck vgl. Horaz, Carmina, 2, 18, 34, über den Fährmann Charon, der die Toten in das Reich des Hades bringt.</note></s>","Vgl. Joh 12, 40. quo pręcipitio collidantur tetrici satellites orci.","De his me ita accipias, quod velim ab eis avelli et ignorantiam ac dei contemptum, qui impios in cęcitatem et ab illa in obstinatam mentem longius abducit,__14 quo pręcipitio collidantur tetrici satellites orci.__15",10,26,misc
10013,20,15,18,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn15"" type=""footnote"" n=""15"">Zu diesem Ausdruck vgl. Horaz, Carmina, 2, 18, 34, über den Fährmann Charon, der die Toten in das Reich des Hades bringt.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""18"" xml:lang=""la"" type=""auto"">De his me ita accipias, quod velim ab eis avelli et ignorantiam ac dei contemptum, qui impios in cęcitatem et ab illa in obstinatam mentem longius abducit,<note xml:id=""fn14"" type=""footnote"" n=""14"">Vgl. <cit type=""bible""><ref>Joh 12, 40</ref></cit>.</note> quo pręcipitio collidantur tetrici satellites orci.<note xml:id=""fn15"" type=""footnote"" n=""15"">Zu diesem Ausdruck vgl. Horaz, Carmina, 2, 18, 34, über den Fährmann Charon, der die Toten in das Reich des Hades bringt.</note></s>","Zu diesem Ausdruck vgl. Horaz, Carmina, 2, 18, 34, über den Fährmann Charon, der die Toten in das Reich des Hades bringt.","De his me ita accipias, quod velim ab eis avelli et ignorantiam ac dei contemptum, qui impios in cęcitatem et ab illa in obstinatam mentem longius abducit,__14 quo pręcipitio collidantur tetrici satellites orci.__15",22,32,misc
10013,20,16,19,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn16"" type=""footnote"" n=""16"">quid in procinctu tibi esse: was dir bevorsteht.</note> obstaculo.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""19"" xml:lang=""la"" type=""auto"">Et primum de iis, qui nomine episcopi censentur, minutula quędam interseri iuvat, ut quid in procinctu videas tibi esse<note xml:id=""fn16"" type=""footnote"" n=""16"">quid in procinctu tibi esse: was dir bevorsteht.</note> obstaculo.<pb type=""edition"" next=""735""/></s>",quid in procinctu tibi esse: was dir bevorsteht. obstaculo.,"Et primum de iis, qui nomine episcopi censentur, minutula quędam interseri iuvat, ut quid in procinctu videas tibi esse__16 obstaculo.",9,18,lex
10013,20,17,20,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn17"" type=""footnote"" n=""17"">Der unten in Z. 259 namentlich genannte <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName> (geb. 1460, gest. 1532), Bischof der Konstanzer Diözese, welcher sowohl Müller als Bullinger angehörten; s. <bibl>Helvetia Sacra</bibl> II/1 376-385.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""20"" xml:lang=""la"" type=""auto"">Episcopus.<note xml:id=""fnb"" type=""footnote"" n=""b"">Am Rand angebracht.</note><note xml:id=""fn17"" type=""footnote"" n=""17"">Der unten in Z. 259 namentlich genannte <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName> (geb. 1460, gest. 1532), Bischof der Konstanzer Diözese, welcher sowohl Müller als Bullinger angehörten; s. <bibl>Helvetia Sacra</bibl> II/1 376-385.</note></s>","Der unten in Z. 259 namentlich genannte Hugo von Hohenlandenberg (geb. 1460, gest. 1532), Bischof der Konstanzer Diözese, welcher sowohl Müller als Bullinger angehörten; s. Helvetia Sacra II/1 376-385.",Episcopus.__b__17,29,0,misc
10013,20,18,21,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn18"" type=""footnote"" n=""18"">Vgl. <bibl>Adagia</bibl> 1, 3, 41 (<bibl>ASD</bibl> II/1 354, <ref target=""file10272"">Nr. 241</ref>).</note> Plaudere non potui dissimulando nefas.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""21"" xml:lang=""la"" type=""auto"">Vendere non didici vanos miser undique fumos,<note xml:id=""fn18"" type=""footnote"" n=""18"">Vgl. <bibl>Adagia</bibl> 1, 3, 41 (<bibl>ASD</bibl> II/1 354, <ref target=""file10272"">Nr. 241</ref>).</note> Plaudere non potui dissimulando nefas.<note xml:id=""fn19"" type=""footnote"" n=""19"">Vgl. Martial, Epigramme, 4, 5, 7f.</note></s>","Vgl. Adagia 1, 3, 41 (ASD II/1 354, Nr. 241). Plaudere non potui dissimulando nefas.","Vendere non didici vanos miser undique fumos,__18 Plaudere non potui dissimulando nefas.__19",15,6,misc
10013,20,19,21,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn19"" type=""footnote"" n=""19"">Vgl. Martial, Epigramme, 4, 5, 7f.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""21"" xml:lang=""la"" type=""auto"">Vendere non didici vanos miser undique fumos,<note xml:id=""fn18"" type=""footnote"" n=""18"">Vgl. <bibl>Adagia</bibl> 1, 3, 41 (<bibl>ASD</bibl> II/1 354, <ref target=""file10272"">Nr. 241</ref>).</note> Plaudere non potui dissimulando nefas.<note xml:id=""fn19"" type=""footnote"" n=""19"">Vgl. Martial, Epigramme, 4, 5, 7f.</note></s>","Vgl. Martial, Epigramme, 4, 5, 7f.","Vendere non didici vanos miser undique fumos,__18 Plaudere non potui dissimulando nefas.__19",6,11,misc
10013,20,20,23,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn20"" type=""footnote"" n=""20"">Durch die Kirchensteuern.</note> tollit, quod tibi adesse voles?","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""23"" xml:lang=""la"" type=""auto"">Subsidio<note xml:id=""fn20"" type=""footnote"" n=""20"">Durch die Kirchensteuern.</note> tollit, quod tibi adesse voles?</s>","Durch die Kirchensteuern. tollit, quod tibi adesse voles?","Subsidio__20 tollit, quod tibi adesse voles?",8,0,misc
10013,20,21,27,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn21"" type=""footnote"" n=""21"">Vgl. <cit type=""bible""><ref>Joh 10, 12</ref></cit>; <cit type=""bible""><ref>Apg 20, 29</ref></cit>.</note> Tum redit a caula carpere molle pecus.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""27"" xml:lang=""la"" type=""auto"">Qum semel abripuit vel ovem lupus indigus esca,<note xml:id=""fn21"" type=""footnote"" n=""21"">Vgl. <cit type=""bible""><ref>Joh 10, 12</ref></cit>; <cit type=""bible""><ref>Apg 20, 29</ref></cit>.</note> Tum redit a caula carpere molle pecus.</s>","Vgl. Joh 10, 12; Apg 20, 29. Tum redit a caula carpere molle pecus.","Qum semel abripuit vel ovem lupus indigus esca,__21 Tum redit a caula carpere molle pecus.",14,7,misc
10013,20,22,33,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn22"" type=""footnote"" n=""22"">Des Bischofs.</note> aula negat.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""33"" xml:lang=""la"" type=""auto"">Damna reportantis senioris causa modesti Negligitur, potum pręsidis<note xml:id=""fn22"" type=""footnote"" n=""22"">Des Bischofs.</note> aula negat.</s>",Des Bischofs. aula negat.,"Damna reportantis senioris causa modesti Negligitur, potum pręsidis__22 aula negat.",4,7,short
10013,20,23,40,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn23"" type=""footnote"" n=""23"">Vgl. <cit type=""bible""><ref>Lk 10, 16</ref></cit>; <cit type=""bible""><ref>16, 31</ref></cit>.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""40"" xml:lang=""la"" type=""auto"">Qui vos non audit, nunquam mihi porrigat aures.<note xml:id=""fn23"" type=""footnote"" n=""23"">Vgl. <cit type=""bible""><ref>Lk 10, 16</ref></cit>; <cit type=""bible""><ref>16, 31</ref></cit>.</note></s>","Vgl. Lk 10, 16; 16, 31.","Qui vos non audit, nunquam mihi porrigat aures.__23",6,7,misc
10013,20,24,41,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn24"" type=""footnote"" n=""24"">Prosodisch inkorrekt.</note> missis, qui neque iussa facit.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""41"" xml:lang=""la"" type=""auto"">Non obedit<note xml:id=""fn24"" type=""footnote"" n=""24"">Prosodisch inkorrekt.</note> missis, qui neque iussa facit.<note xml:id=""fn25"" type=""footnote"" n=""25"">Vgl. <cit type=""bible""><ref>Joh 14, 15. 23f</ref></cit>.</note></s>","Prosodisch inkorrekt. missis, qui neque iussa facit.","Non obedit__24 missis, qui neque iussa facit.__25",7,1,misc
10013,20,25,41,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn25"" type=""footnote"" n=""25"">Vgl. <cit type=""bible""><ref>Joh 14, 15. 23f</ref></cit>.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""41"" xml:lang=""la"" type=""auto"">Non obedit<note xml:id=""fn24"" type=""footnote"" n=""24"">Prosodisch inkorrekt.</note> missis, qui neque iussa facit.<note xml:id=""fn25"" type=""footnote"" n=""25"">Vgl. <cit type=""bible""><ref>Joh 14, 15. 23f</ref></cit>.</note></s>","Vgl. Joh 14, 15. 23f.","Non obedit__24 missis, qui neque iussa facit.__25",5,6,short
10013,20,26,47,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn26"" type=""footnote"" n=""26"">Vgl. <cit type=""bible""><ref>1Kor 9, 26</ref></cit>.</note>, verbo stomachosus inani Cui solet ingenium durius esse foris.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""47"" xml:lang=""la"" type=""auto"">Aera tum pulsat<note xml:id=""fn26"" type=""footnote"" n=""26"">Vgl. <cit type=""bible""><ref>1Kor 9, 26</ref></cit>.</note>, verbo stomachosus inani Cui solet ingenium durius esse foris.</s>","Vgl. 1Kor 9, 26., verbo stomachosus inani Cui solet ingenium durius esse foris.","Aera tum pulsat__26, verbo stomachosus inani Cui solet ingenium durius esse foris.",13,2,misc
10013,20,27,48,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn27"" type=""footnote"" n=""27"">Vgl. Martial, Epigramme, 5, 39, 7.</note> haud sine felle procax.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""48"" xml:lang=""la"" type=""auto"">Intulit insonti quandoque indigna relatu, Excussit loculos<note xml:id=""fn27"" type=""footnote"" n=""27"">Vgl. Martial, Epigramme, 5, 39, 7.</note> haud sine felle procax.</s>","Vgl. Martial, Epigramme, 5, 39, 7. haud sine felle procax.","Intulit insonti quandoque indigna relatu, Excussit loculos__27 haud sine felle procax.",10,6,misc
10013,20,28,53,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn28"" type=""footnote"" n=""28"">Vielleicht <persName ref=""p20150"" cert=""high"">Beatus Widmer</persName> (geb. 1487, gest. 1533), Kleriker des Bistums Konstanz und Verfasser einer Bistumschronik. Von 1507 bis 1520 „notarius collateralis“ der Konstanzer Offizialatskurie. Seit dem 13. Oktober 1523 auch päpstlicher Notar; s. Peter-Johannes Schuler, Notare Südwestdeutschlands. Textband, Stuttgart 1987, S. 506f, <ref target=""file11540"">Nr. 1497</ref>; Pia Ulrike Eckhart, Ursprung und Gegenwart. Geschichtsschreibung in der Bischofsstadt und das Werk des Konstanzer Notars <persName ref=""p20150"" cert=""high"">Beatus Widmer</persName> (1475-ca. 1533), Stuttgart 2016.</note>, fiscalis","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""53"" xml:lang=""la"" type=""auto""><persName ref=""20150"" type=""auto_name"">Notarius</persName><note xml:id=""fn28"" type=""footnote"" n=""28"">Vielleicht <persName ref=""p20150"" cert=""high"">Beatus Widmer</persName> (geb. 1487, gest. 1533), Kleriker des Bistums Konstanz und Verfasser einer Bistumschronik. Von 1507 bis 1520 „notarius collateralis“ der Konstanzer Offizialatskurie. Seit dem 13. Oktober 1523 auch päpstlicher Notar; s. Peter-Johannes Schuler, Notare Südwestdeutschlands. Textband, Stuttgart 1987, S. 506f, <ref target=""file11540"">Nr. 1497</ref>; Pia Ulrike Eckhart, Ursprung und Gegenwart. Geschichtsschreibung in der Bischofsstadt und das Werk des Konstanzer Notars <persName ref=""p20150"" cert=""high"">Beatus Widmer</persName> (1475-ca. 1533), Stuttgart 2016.</note>, fiscalis<note xml:id=""fn29"" type=""footnote"" n=""29"">Vielleicht Johann Spreter (Spräter), der 1520 als Fiskal der Konstanzer Kurie belegt ist und am 2. Januar 1522 auf Beschluss des Bischofs als Insiegler vorgeschlagen wurde; s. <bibl>Helvetia Sacra</bibl> II/2 607-614. 623f. Ob er dieses Amt noch 1523/24 innehatte, ist nicht klar.</note>, et id genus alii.</s>","Vielleicht Beatus Widmer (geb. 1487, gest. 1533), Kleriker des Bistums Konstanz und Verfasser einer Bistumschronik. Von 1507 bis 1520 „notarius collateralis“ der Konstanzer Offizialatskurie. Seit dem 13. Oktober 1523 auch päpstlicher Notar; s. Peter-Johannes Schuler, Notare Südwestdeutschlands. Textband, Stuttgart 1987, S. 506f, Nr. 1497; Pia Ulrike Eckhart, Ursprung und Gegenwart. Geschichtsschreibung in der Bischofsstadt und das Werk des Konstanzer Notars Beatus Widmer (1475-ca. 1533), Stuttgart 2016., fiscalis","Notarius__28, fiscalis__29, et id genus alii.",67,0,misc
