letter_id,n_footnote,generated_footnote,xml_footnote,bleu_without,rouge_without,bleu_with,rouge_with,bert_with,bert_without
12561,5,"""Das mein lieber Vetter Conrad Zwick ein gutes Einfall gehabt hat, das zu Erhaltung und Mehrung eures erhabenen Wesens dienstlich sein möge, wenn in Namen etlicher Eidgnosse, deren Namen doch nicht ausgezogen werden müssen, ein Schreiben an sie gestellt wurde, ungefährlich auf Meinung, wie ihr hiermit ein Verzeichnusß auf das kürzeste empfacht.""","Dies war aber nicht die Meinung aller; s. Peer <hi>Frieß,</hi> Die Außenpolitik der Reichsstadt <placeName ref=""l320"" cert=""high"">Memmingen</placeName> in der Reformationszeit (1517-1555), <placeName ref=""l320"" cert=""high"">Memmingen</placeName> 1993 - Memminger Forschungen 4, S. 197.",0.0,0.07142857142857142,0.0,0.06122448979591836,0.530572235584259,0.5621386766433716
11941,11,"<persName ref=""p7637"" cert=""high"">Gallia</persName> bezieht sich auf das Königreich Frankreich, das von Franz I. regiert wurde.","Vgl. oben <ref target=""file11920"">Nr. 1874</ref>, 17-19.",0.0,0.0,0.0,0.06666666666666667,0.6771592497825623,0.5898292064666748
11507,17,"Origenes, Contra Celsum 1, 9, 1 (<bibl>Origenes Werke</bibl> I 145, 9-11); vgl. Eusebius, Ecclesiast. Hist. 6, 39, 1-2 (<bibl>Eusebius Werke</bibl> II 1, 13-15).","Die Religionsgemeinschaft der Elkesaiten, eine judenchristliche Täufergemeinschaft mit synkretistischen Zügen, geht auf <persName ref=""p19973"" cert=""high"">Elkasai</persName> zurück, dessen Offenbarungsbuch etwa um 115 n. Chr. entstand. Anhänger <persName ref=""p19973"" cert=""high"">Elkasais</persName> lebten noch im 10. Jahrhundert im Vorderen Orient. Vgl. Jürgen <hi>Wehnert,</hi> in: LThK<note type=""sup"">3",0.0,0.029411764705882353,0.0,0.02222222222222222,0.5966173410415649,0.5814282894134521
11507,13,"<persName ref=""p18700"" cert=""high"">Augustinum</persName>, Epist. 95, 5 (<bibl>CSEL</bibl XXXV 174, 7-8).","Die reformatorische Betonung der Einmaligkeit des Opfers Christi stützt sich insbesondere auf <cit type=""bible""><ref>Hebr 7, 27</ref></cit>; <cit type=""bible""><ref>9, 24-28.</ref></cit>",0.0,0.06896551724137931,0.0,0.08333333333333333,0.69031822681427,0.6691775321960449
11941,12,"<persName ref=""p7637"" cert=""high"">Gallia</persName> bezieht sich auf das Königreich Frankreich.","Oben <ref target=""file11920"">Nr. 1874</ref>, 20-28.",0.0,0.0,0.0,0.08695652173913043,0.7094883918762207,0.5724831819534302
11507,19,"Bullinger, Heinrich: De origine erroris, 1555, S. 141-142.","Bullinger, Commentarius in priorem Pauli ad Corinthios epistolam, Zürich 1534 (<bibl>HBBibl</bibl> I 53), f. 91v.-126r. (""An liceat sacris communicare prophanis?"").",0.0,0.06451612903225805,0.0,0.06060606060606061,0.6705089211463928,0.7012603878974915
11507,15,"Certe si unicum Christi sacrifitium semel pro peccatis mundi oblatum perficit fideles (1 Cor. 5, 7-8; Hebr. 9, 28; 10, 12), quid opus est in summis illis missis corpus et sanguinem domini quotidie pro peccatis vivorum et mortuorum imolare? (Augustinus, En. in Ps. 39, 1; Hieronymus, Epist. 78, 14).","Vgl. <cit type=""bible""><ref>Joh 4, 23f</ref></cit>.",0.0,0.0,0.0,0.0,0.5673284530639648,0.6224554181098938
11941,23,"<persName ref=""p8127"" cert=""high"">Pellicanum</persName> ist ein lutherischer Theologe, der sich für die Rechtfertigungstheologie und die Bibelübersetzung einsetzt.","Vgl. <cit type=""bible""><ref>Röm 3, 23</ref></cit>.",0.0,0.09523809523809523,0.0,0.12121212121212123,0.6554809808731079,0.5762742161750793
12561,24,Der Diener des Herrn Brot war am Sonntag bei mir gewesen.,"Unbekannt. - Er wird den erwähnten Brief <persName ref=""p1410"" cert=""high"">Herbrots</persName> übermittelt haben.",0.0,0.0,0.0,0.0,0.6188160181045532,0.6986307501792908
11941,20,"<persName ref=""p7637"" cert=""high"">Gallia</persName> bezieht sich auf das Königreich Frankreich, das von Franz I. regiert wurde.",Gemeint sind die katholischen Orte der Eidgenossenschaft.,0.0,0.0,0.0,0.0,0.5639191269874573,0.6456955075263977
11507,10,"<persName ref=""p18700"" cert=""high"">Augustinum</persName>, Epist. 147, 3, 14 (<bibl>CSEL</bibl LV 443, 25-27).","Vgl. <cit type=""bible""><ref>2Kön 2, 11f</ref></cit>.",0.0,0.0,0.0,0.06896551724137931,0.7204186916351318,0.6999951601028442
10327,2,"Vgl. die vorherige Briefe von Bullinger an Myconius, besonders diejenige vom 30. November 1533 (HBBW 3, 295), wo Bullinger von einem ähnlichen Ereignis berichtet.","Oben <ref target=""file10324"">Nr. 293</ref>.",0.0,0.0,0.0,0.0,0.575263500213623,0.6276692748069763
12561,49,"Die Klöster sind in Hin- und Hergehen, wie es dann zu Guntzburg in des Bischofs zu Augsburg statt ergangen sey, item was zu Thuânauwerr gehandelt, item wie der Bischof von Wirtzburg die Thürn abgebrochen und sich zur Wehr geschickt, item wie die Königin mitt all iren Kindern sampt etlichen Bischoffen dem Kaiser zu Füssen gefallen seyen und inn gebeten, die Kriegsrüstung abzuziehen, etc.","Kardinal <persName ref=""p7840"" cert=""high"">Otto Truchsess von Waldburg</persName>.",0.0,0.027027027027027025,0.0,0.025,0.5358441472053528,0.5899435877799988
12561,66,"Die Formel ""Datum ut in literis"" bedeutet ""Datum wie in Briefen"". Es ist eine Formel, die verwendet wurde, um das Datum eines Schreibens oder einer Urkunde anzugeben.","<bibl>EA</bibl> IV/Id 633 i.7 erwähnt eine Antwort auf das oben in Anm. 58 identifizierte Schreiben, jedoch ohne nähere Informationen.",0.0,0.12,0.0,0.11538461538461538,0.6070286631584167,0.6147480607032776
11941,13,"<persName ref=""p7637"" cert=""high"">Gallum</persName> bezieht sich auf Franz I.","Vgl. <cit type=""bible""><ref>Jer 51, 6</ref></cit>; <cit type=""bible""><ref>Dan 7, 22</ref></cit>.",0.0,0.0,0.0,0.06451612903225808,0.6587673425674438,0.5610114932060242
12561,50,Warum die Königin und die Bischöfe sich dem Kaiser zu Füßen fallen und die Kriegsrüstung abgeschafft haben.,"Zur Einnahme <placeName ref=""l2178"" cert=""high"">Günzburgs</placeName> am 20. Juli s. Zürich StA, A 177, Nr. <hi>15; Lenz, Kriegführung</hi> 446; <bibl>PC</bibl> IV/1 262, <ref target=""file10271"">Nr. 240</ref>; 264, <ref target=""file10274"">Nr. 243</ref>; <bibl>Paulus, Schertlin</bibl> 61.",0.0,0.0,0.0,0.0,0.5311093926429749,0.5887012481689453
12561,48,"Die unsern nemmend die cloͤster in hin und wider, wie es dann zuͦ <placeName ref=""l2178"" cert=""high"">Guntzburg</placeName> in des bischoffs zuͦ <placeName ref=""l1976"" cert=""high"">Augspurg</placeName> statt ergangen sey, item was zuͦ Thuͦnauwwerd gehandelt, item wie der bischoff von <placeName ref=""l1030"" cert=""high"">Wirtzburg</placeName> die thurn abgebrochen und sich zur wehr geschickt.","Vgl. <bibl>Paulus, Schertlin</bibl> 59f; <ref target=""file12566"">Nr. 2519</ref>,23; <ref target=""file12585"">Nr. 2538</ref>,35-40.",0.0,0.0,0.0,0.07317073170731707,0.6579057574272156,0.5290986895561218
10327,5,"""Cerberus"" ist eine Bezeichnung für den Hunde des Hades in der griechischen Mythologie. Bullinger verwendet sie hier als Metapher für die Menschen, die wie Hunde in den Senat kommen und die Angelegenheiten der Stadt aufregen. Die Ausdrucksweise ""Cerberus - nosti, das ich den Rüden meyn"" ist eine Anspielung auf die Tatsache, dass die Menschen wie Hunde in den Senat kommen, aber Bullinger sagt auch, dass er diese Menschen als ""Rüden"" bezeichnet, was eine negative Konnotation hat.","Die Gesellschaft zu Konstaffel, nach ihrem Zunfthaus auch «zum Rüden» genannt. Sie stellte zahlenmäßig mehr Reformationsgegner als irgendeine Zunft, ohne daß diese jedoch eine Mehrheit in ihren Reihen hätten bilden können, s. <hi>Jacob</hi> 64-66. 108f. 115.",0.0,0.14999999999999997,0.0,0.14754098360655737,0.6109689474105835,0.6163297295570374
12561,14,Das Burgermeisteramt zu Ravensburg.,"<persName ref=""p5198"" cert=""high"">Bartholomäus Hensler</persName>; s. <bibl>Litz</bibl> 258. 262f.",0.0,0.0,0.0,0.0,0.5598397850990295,0.6296966671943665
12561,16,"Landtgrauf, der sich in Konstanz aufhält.","<persName ref=""p7176"" cert=""high"">Caspar Zeller</persName>; s. <ref target=""file12546"">Nr. 2499</ref>, Anm. 12.",0.0,0.0,0.0,0.0,0.5417013764381409,0.6356731057167053
12561,68,"""Die von <placeName ref=""l157"" cert=""high"">Frankfurt</placeName> habend dem kaiser niderglegt etlich und tausend haken, ouch harnasch für tausend mann, und etlich hundert tonnen pulver<note xml:id=""fn70"" type=""footnote"" n=""70""></note>, sind nicht zu verwechseln mit den von <placeName ref=""l157"" cert=""high"">Frankfurt</placeName> ausgelieferten Gütern, die in der Note 70 erwähnt werden.""",Z. 1-38.,0.0,0.0,0.0,0.0,0.4464651644229889,0.4953310191631317
12561,19,Die neue Zoll- und Handelsordnung des Kaisers.,"Wohl das Schreiben des <placeName ref=""l457"" cert=""high"">Konstanzer</placeName> Rats an die Zürcher vom 27. Juli mit den dort erwähnten Beilagen; s. Zürich StA, A 205/1, <ref target=""file10249"">Nr. 218</ref>.",0.0,0.1142857142857143,0.0,0.08888888888888889,0.5395602583885193,0.6056149005889893
10650,3,"Vgl. <ref target=""file10649"">Nr. 611</ref> mit Anm. 3.","die <placeName ref=""l1456"" cert=""high"">Ill</placeName>, ein Nebenfluß des <placeName ref=""l11"" cert=""high"">Rheins</placeName>.",0.0,0.0,0.0,0.14285714285714285,0.6757044196128845,0.5676806569099426
12561,33,"""Mein lieber Vetter sagt all Ehr von euch mit Anstoßung Ewer Vylers Gescheffts""","<persName ref=""p4082"" cert=""high"">Konrad Zwick</persName>, der erst kurz zuvor in Zürich war; s. <ref target=""file12554"">Nr. 2507</ref>,4-8.",0.0,0.0,0.0,0.0,0.5370231866836548,0.5888835787773132
12561,41,Hertzog Ulrich von Württemberg.,"<persName ref=""p9780"" cert=""high"">Herzog Ulrich von Württemberg</persName>.",0.668740304976422,0.8000000000000002,0.0,0.5000000000000001,0.6401844024658203,0.9242466688156128
12561,21,Die Einfuhrung von Schmalkaldischen Söldnern in das Niderland.,"Zur dänischen Seeblockade und der durch sie ausgelösten Teuerung s. <ref target=""file12558"">Nr. 2511</ref>, Anm. 30.",0.0,0.08,0.0,0.06896551724137932,0.5895538330078125,0.6376948356628418
11507,21,"De origine erroris, 3, 1-3 (Zürich 1538).","Bullinger, De origine erroris libri duo, Zürich (<persName ref=""p1227"" cert=""high"">Christoph Froschauer</persName>) 1539 (<bibl>HBBibl</bibl> I 12), bes. f. 175v.-177r. (""Quanta constantia oporteat idololatriam fugere"").",0.0,0.3125,0.0,0.25,0.6450649499893188,0.7008641362190247
11507,11,"1 Kön 18, 21.","<cit type=""bible""><ref>1Kön 18, 21</ref></cit>.",0.5081327481546147,0.6666666666666665,0.0,0.4,0.6548252701759338,0.9422391653060913
11941,22,"<persName ref=""p7637"" cert=""high"">Gallia</persName> bezieht sich auf das Königreich Frankreich.","Vgl. oben <ref target=""file11929"">Nr. 1883</ref> mit Anm. 17.",0.0,0.0,0.0,0.08,0.7090977430343628,0.6043575406074524
11941,17,"Literae a commitiis scripta ad <placeName ref=""l196"" cert=""high"">Helvetios</placeName> sunt, in quibus Gallus hostis rei publicae christianae et Germaniae nominatur. Dies 18. April 1544","In ihrem Schreiben vom 2. April (s. oben <ref target=""file11938"">Nr. 1892</ref>, Anm. 16) hatten die Reichsstände die Eidgenossen aufgefordert, von weiterer Unterstützung des mit den Türken verbündeten französischen Königs Abstand zu nehmen.",0.0,0.06896551724137931,0.0,0.08823529411764705,0.6348296403884888,0.5842658877372742
11941,7,"""Zwinglii"" wird hier als Nomen verwendet, um auf Ulrich Zwingli, einen Schweizer Theologen, zu referieren.","Zur neuen Gesamtausgabe der Werke <persName ref=""p4091"" cert=""high"">Zwinglis</persName> s. oben <ref target=""file11919"">Nr. 1873</ref>, Anm. 4.",0.0,0.0,0.0,0.0,0.56410151720047,0.5926781892776489
12561,34,"""Ey, was hat sich da für ein Vieles getragen, von wegen dem Landgrafen zu Frankfurt, wie er sich mit dem König zu Augsburg vertragen hat, und wie die Königin mit ihren Kindern und den Bischöfen dem Kaiser zu Fuß gefallen sind, und wie sie gebeten haben, die Kriegsrüstung abzuschaffen, und wie der Kaiser die Königin wohl empfangen hat, aber mit den Bischöfen etwas ernstlich geredet und gesagt hat, sie seien doch um so etwas lang angelegen, warum sie dann jetzt darum bitten, etc.""","d.h., dass <persName ref=""p4082"" cert=""high"">Zwick</persName> Bullinger wegen seiner vielen Tätigkeiten bewundert.",0.0,0.019801980198019802,0.0,0.01869158878504673,0.5415722727775574,0.6154379844665527
12561,36,"Habt euch nicht an den Kämpfen und Streitigkeiten ermüdet, sondern bleibt tapfer und zuversichtlich, dass Gott euch helfen wird, die schwierigen Zeiten zu überwinden.","<persName ref=""p6955"" cert=""high"">Melchior Vögeli</persName>; s. <ref target=""file12560"">Nr. 2513</ref> und Anm. 8.",0.0,0.05714285714285715,0.0,0.044444444444444446,0.5026006102561951,0.5490140914916992
11507,7,"<s n=""7"" xml:lang=""la"" type=""auto"">Quid vero aliud est missa summa quam ritus non a deo, sed ab hominibus praeter verbum dei institutus?</s> Vgl. Augustinus, Epist. 91, 3: ""Quid est, quod non sit a deo, sed ab hominibus institutum?""","Vgl. z. B. <cit type=""bible""><ref>Dtn 7, 5. 25</ref></cit>; <cit type=""bible""><ref>12, 1-3. 29-31.</ref></cit>",0.0,0.08695652173913045,0.0,0.11940298507462685,0.6158580780029297,0.593113362789154
11941,27,"""Quae scripsi de legatione vestra, utinam adhuc obtineri possent!"" (Z. 64) - Bullinger schreibt an Bucer, dass er hofft, dass seine Ideen für die Legation noch verständlich sind.",Oben Z. 61-63.,0.0,0.0606060606060606,0.0,0.0606060606060606,0.5648282170295715,0.5648282170295715
12561,25,Die Klägen des Herrnbrots.,25. Juli.,0.0,0.0,0.0,0.0,0.6359401345252991,0.6359401345252991
12561,35,"""Erstens min lieber vetter sagt all ehr von euch mitt anzoͤgung ewer vyler geschefft, Ir sind im nitt minder lieb.""","Brief <ref target=""file12540"">Nr. 2493</ref> vom 10. Juli, den Bullinger <persName ref=""p6303"" cert=""high"">Hans Rych</persName> von <placeName ref=""l968"" cert=""high"">Rapperswil</placeName> anvertraut hatte. Im Briefwechsel mit <persName ref=""p8055"" cert=""high"">Blarer</persName> s. dazu zuletzt <ref target=""file12553"">Nr. 2506</ref>,1f, und <ref target=""file12554"">Nr. 2507</ref>,17.",0.0,0.08163265306122448,0.0,0.050632911392405056,0.5125475525856018,0.5607858896255493
11941,3,"<persName ref=""p7637"" cert=""high"">Gallus</persName> ist der König Franz I. von Frankreich.","<bibl>HBBW</bibl> XIII, <ref target=""file11877"">Nr. 1831</ref>.",0.0,0.0,0.0,0.08,0.7381101846694946,0.5976516604423523
11507,14,"<persName ref=""p18700"" cert=""high"">Augustinum</persName>, Epist. 93, 13 (<bibl>CSEL</bibl XXXVIII 2, 23f).","Vgl. <cit type=""bible""><ref>Joh 5, 24</ref></cit>.",0.0,0.0,0.0,0.07692307692307693,0.735439658164978,0.7186786532402039
12561,7,"Die vier exemplaria muͤssen viere sein: Ains uff <placeName ref=""l409"" cert=""high"">Ravenspurg</placeName>, ains uff <placeName ref=""l907"" cert=""high"">Kempten</placeName>, ains uff <placeName ref=""l320"" cert=""high"">Memmingen</placeName>, ains an die hoptleut und aidgnosischen knecht, so under dem hoptman, her <persName ref=""p2916"" cert=""high"">Sebastian Schertlin</persName>, gelegen seind oder noch ligend.",Entwurf. - Nicht erhalten.,0.0,0.0,0.0,0.0,0.5142894983291626,0.5356264114379883
10650,6,"Vgl. <ref target=""file10649"">Nr. 611</ref> mit Anm. 3.","Im ""Collegium praedicatorum"" waren neben den <placeName ref=""l492"" cert=""high"">Straßburger</placeName> Stipendiaten noch acht schwäbische Studenten der Bufflerschen Schulstiftung untergebracht (vgl. <hi>Ficker,</hi> Erste Lehr- und Lernbücher, aaO, S. 9-13, und <bibl>BucerDS</bibl> VII 537).",0.0,0.05128205128205128,0.0,0.07547169811320754,0.6412380337715149,0.5959100723266602
12561,52,Die Königin und ihre Kinder sind dem Kaiser zu Fuß gefallen und haben sich für die Aufhebung der Kriegsrüstung eingesetzt.,Neben Anna und Maria waren zu diesem Zeitpunkt zehn weitere Kinder am Leben. Zu deren Namen s. <bibl>HBBW</bibl> XIV 624.,0.0,0.13953488372093023,0.0,0.1333333333333333,0.6393775939941406,0.6757681965827942
11941,18,"<persName ref=""p1974"" cert=""high"">Lutheri</persName> Brief vom 11. April 1544 (oben <ref target=""file11920"">Nr. 1873</ref>, bes. Z. 7-8).","Zur Gefangennahme und Ausweisung des französischen Herolds (fetialis) <persName ref=""p5731"" cert=""high"">François Maillart</persName> s. oben <ref target=""file11902"">Nr. 1856</ref>, 27 mit Anm. 16.",0.0,0.12121212121212123,0.41370784560461255,0.3773584905660377,0.8280835151672363,0.6985870599746704
11941,28,"Gallus ist ein anderer Name für Franz I., den Kaiser der Heiligen Römischen Reiches, der im 16. Jahrhundert mit den Osmanen in Konflikt geriet.","Gemeint ist die in <placeName ref=""l2045"" cert=""high"">Toulon</placeName> stationierte türkische Flotte unter dem Kommando von <persName ref=""p19042"" cert=""high"">Cheireddin Barbarossa</persName>; s. <bibl>HBBW</bibl> XIII <ref target=""file11877"">[Nr. 1831]</ref> 362f, 249-253 mit Anm. 65.",0.0,0.11538461538461539,0.0,0.0857142857142857,0.5549109578132629,0.6210283637046814
12561,29,Die Abkofftung von 12/14 fl. zu 67 fl. hat sich auf die Kosten der eidgenössischen Söldner im schmalkaldischen Heer bezogen.,"<persName ref=""p7584"" cert=""high"">Anna Jagiello</persName>, Königin von Böhmen und Ungarn.",0.0,0.0625,0.0,0.052631578947368425,0.5588408708572388,0.624919056892395
11941,19,"<note xml:id=""fn19"" type=""footnote"" n=""19"">Zur Situation der evangelischen Städte und des Kurfürsten von Brandenburg vgl. die Briefe von Bucer an Bullinger vom 22. März 1544 (oben <ref target=""file11920"">Nr. 1883</ref> Z. 12-15) und vom 26. März 1544 (oben <ref target=""file11920"">Nr. 1885</ref> Z. 4-6).","Gemeint ist der 1516 geschlossene Ewige Friede, vgl. oben <ref target=""file11925"">Nr. 1879</ref>, Anm. 7.",0.0,0.14545454545454545,0.10341827736377276,0.18666666666666668,0.7023789882659912,0.6757542490959167
11941,4,"<persName ref=""p1974"" cert=""high"">Lutheri</persName> Schrift ""Von der Beichte"" (1528) enthält die Passage ""Probet se ipsum homo et sic de pane illo edat"" (Luth. 1, 28), die von Bullinger im Brief zitiert wird.","Zu <persName ref=""p1974"" cert=""high"">Luthers</persName> Brief an <persName ref=""p1227"" cert=""high"">Christoph Froschauer</persName> vom 31. August 1543 s. zuletzt oben <ref target=""file11920"">Nr. 1874</ref>, Anm. 3.",0.0,0.0425531914893617,0.22284979556780193,0.20289855072463767,0.7114773988723755,0.6301806569099426
10650,7,"Zum Brief des <persName ref=""p315"" cert=""high"">Bedrotum</persName> vgl. auch <ref target=""file10651"">Nr. 613</ref>.","Unten <ref target=""file10651"">Nr. 613</ref>.",0.23462350320528,0.36363636363636365,0.37565846334638286,0.48,0.858187198638916,0.7457482814788818
11941,24,"""Quae scribis de discrimine rei publicae Germaniae, verissima sunt et provisa quidem a quam plurimis.""",Vgl. oben Anm. 1.,0.0,0.0,0.0,0.0,0.5185684561729431,0.5185684561729431
12561,46,"Man ist vyl, vyl zu langsam, und klagend sich des vyl, vyl verstendiger.",In einem nicht mehr erhaltenen Brief; s. Anm. 31.,0.0,0.0,0.0,0.0,0.5659185647964478,0.5659185647964478
