letter_id,n_footnote,generated_footnote,xml_footnote,label,bleu_with,rouge_with,bleu_without,rouge_without,bert_with,bert_without
12561,24,"<persName ref=""p8051"" cert=""high"">Ambrosius Blarer</persName> an Bullinger, 27. Juli 1546, oben <ref target=""file12561"">Nr. 2514</ref>. -Der Brief Bullingers an <persName ref=""p8051"" cert=""high"">Blarer</persName> ist nicht erhalten. -Zu denken ist vielleicht an <persName ref=""p8051"" cert=""high"">Blarers</persName> Brief an <persName ref=""p8018"" cert=""high"">Haller</persName> vom 8. Juli, oben <ref target=""file12539"">Nr. 2492</ref>, der auch an Bullinger gerichtet war. -Zur Verweise der Zürcher auf die eidgenössischen Truppen s. zuletzt oben <ref target=""file12539"">Nr. 2492</ref>, 7f.","Unbekannt. - Er wird den erwähnten Brief <persName ref=""p1410"" cert=""high"">Herbrots</persName> übermittelt haben.",missing,0.06725641318824382,0.11214953271028039,0.0,0.030769230769230767,0.7166882157325745,0.6422185301780701
11941,20,"<persName ref=""p8052"" cert=""high"">Blarer</persName> an Bullinger, 18. April 1544, <persName ref=""p8052"" cert=""high"">Blarer</persName> BW, Regesten und Verweise, <ref target=""file10161"">Nr. 148</ref>, <ptr target=""qvzl17307-3"" type=""qv""/>. -Vgl. <bibl>HBBW</bibl> XIV, <ref target=""file11918"">Nr. 1883</ref>, 2-10. 1886, 6-10; 1889, 4-9; 1895, 5-9. 1897, 1-5. 1899, 1-5. 1900, 1-5. 1903, 1-6. 1907, 1-5. 1909, 1-6. 1912, 1-6. 1914, 1-Vgl. <bibl>HBBW</bibl> XIV 1902, 1-4 mit Anm. 2. 1907",Gemeint sind die katholischen Orte der Eidgenossenschaft.,misc,0.0,0.0,0.0,0.0,0.48680517077445984,0.5345709919929504
11507,10,"<persName ref=""p6355"" cert=""high"">Hieronymus</persName>, Epist. 121, 4 (<bibl>CSEL</bibl> LIV 432f, 8-12).","Vgl. <cit type=""bible""><ref>2Kön 2, 11f</ref></cit>.",bible,0.0,0.07142857142857142,0.0,0.0,0.7310232520103455,0.7366973161697388
10327,2,"Oben <ref target=""file10319"">Nr. 288</ref>.","Oben <ref target=""file10324"">Nr. 293</ref>.",inner_ref,0.6422727797927412,0.7142857142857143,0.0,0.6666666666666666,0.989339292049408,0.9844695925712585
12561,49,"<persName ref=""p2810"" cert=""high"">Heinrich von Ulm</persName>, Herr von <placeName ref=""l1209"" cert=""high"">Heidenheim</placeName>. -Vgl. <ref target=""file12553"">Nr. 2506</ref>, Anm. 13.","Kardinal <persName ref=""p7840"" cert=""high"">Otto Truchsess von Waldburg</persName>.",short,0.18442259693200644,0.3157894736842105,0.0,0.12500000000000003,0.8049545884132385,0.6690315008163452
12561,66,"<persName ref=""p8091"" cert=""high"">König Franz I.</persName> - -Siehe dazu <ref target=""file12558"">Nr. 2511</ref>, Anm. 2. -Zu ergänzen: den. - Siehe <bibl>HBBW</bibl> XVII 409, Anm. 11.","<bibl>EA</bibl> IV/Id 633 i.7 erwähnt eine Antwort auf das oben in Anm. 58 identifizierte Schreiben, jedoch ohne nähere Informationen.",misc,0.06064702622225696,0.14035087719298245,0.0,0.09302325581395349,0.6770414113998413,0.6521483659744263
11941,13,"<persName ref=""p8051"" cert=""high"">Blarer</persName> bezieht sich auf <persName ref=""p467"" cert=""high"">Bucers</persName> Brief vom 18. März 1544 (oben <ref target=""file11920"">Nr. 1874</ref>, 4-7).","Vgl. <cit type=""bible""><ref>Jer 51, 6</ref></cit>; <cit type=""bible""><ref>Dan 7, 22</ref></cit>.",bible,0.07380686291750793,0.19607843137254902,0.0,0.08695652173913043,0.710846483707428,0.673945426940918
12561,50,"<persName ref=""p8051"" cert=""high"">Blarer</persName> bezieht sich auf <ref target=""file12558"">Nr. 2511</ref>,<ptr target=""qvzl17182-4"" type=""qv""/>.","Zur Einnahme <placeName ref=""l2178"" cert=""high"">Günzburgs</placeName> am 20. Juli s. Zürich StA, A 177, Nr. <hi>15; Lenz, Kriegführung</hi> 446; <bibl>PC</bibl> IV/1 262, <ref target=""file10271"">Nr. 240</ref>; 264, <ref target=""file10274"">Nr. 243</ref>; <bibl>Paulus, Schertlin</bibl> 61.",misc,0.12321767853686941,0.21917808219178084,0.0,0.05405405405405405,0.7586260437965393,0.6340479850769043
12561,48,"Siehe dazu <ref target=""file12561"">Nr. 2514</ref>, Anm. 1.","Vgl. <bibl>Paulus, Schertlin</bibl> 59f; <ref target=""file12566"">Nr. 2519</ref>,23; <ref target=""file12585"">Nr. 2538</ref>,35-40.",misc,0.11443714744704594,0.25806451612903225,0.0,0.11764705882352942,0.7577279806137085,0.7221656441688538
10327,5,"Vgl. Adagia, 1, 5, 4 (<bibl>ASD</bibl> II/1 554, <ref target=""file10421"">Nr. 404</ref>).","Die Gesellschaft zu Konstaffel, nach ihrem Zunfthaus auch «zum Rüden» genannt. Sie stellte zahlenmäßig mehr Reformationsgegner als irgendeine Zunft, ohne daß diese jedoch eine Mehrheit in ihren Reihen hätten bilden können, s. <hi>Jacob</hi> 64-66. 108f. 115.",misc,0.0,0.0,0.0,0.0,0.6116608381271362,0.5962293148040771
12561,14,"Siehe <bibl>HBBW</bibl> XVI 419, Anm. 1.","<persName ref=""p5198"" cert=""high"">Bartholomäus Hensler</persName>; s. <bibl>Litz</bibl> 258. 262f.",misc,0.07654758480012216,0.1739130434782609,0.0,0.0,0.7006296515464783,0.6642323136329651
12561,16,"<persName ref=""p8091"" cert=""high"">Heinrich von Ulm</persName>. - Zur Beilage s. <ref target=""file12561"">Nr. 2514</ref>, Anm. 16. -Zu den oben Anm. 16 erwähnten Schreiben der Eidgenossen an die oben in Z. 2 erwähnten Truppen s. <bibl>HBBW</bibl> XVII 209, Anm. 2; 219, Anm. 2. 222, Anm. 5. 231, Anm. 2. 232, Anm. 1. 234, Anm. 2. 242, Anm. 5. 246, Anm. 1. 247, Anm. 2. 251,Anm. 2. -Zu den oben Anm. 16 erwähnten Schreiben der Eidgenossen an die oben in Z. 2 erwähnten Truppen s. <bibl>HBBW</bibl> XVII 209, Anm. 2; 219, Anm. 2. 222,","<persName ref=""p7176"" cert=""high"">Caspar Zeller</persName>; s. <ref target=""file12546"">Nr. 2499</ref>, Anm. 12.",misc,0.13673229323008085,0.18032786885245905,0.0251570047361667,0.061224489795918366,0.7183913588523865,0.6601276397705078
12561,68,"Siehe oben <ref target=""file12550"">Nr. 2503</ref>, Anm. 8.",Z. 1-38.,short,0.0,0.0,0.0,0.0,0.5360925197601318,0.5967236757278442
12561,19,"Oben <ref target=""file12558"">Nr. 2511</ref>, 2-9.","Wohl das Schreiben des <placeName ref=""l457"" cert=""high"">Konstanzer</placeName> Rats an die Zürcher vom 27. Juli mit den dort erwähnten Beilagen; s. Zürich StA, A 205/1, <ref target=""file10249"">Nr. 218</ref>.",misc,0.05869285011510169,0.1702127659574468,0.0,0.06060606060606061,0.7642983794212341,0.6343722939491272
10650,3,"Gemeint ist das Rheinbecken. -Vgl. auch <ref target=""file10649"">Nr. 611</ref>, 6-11.","die <placeName ref=""l1456"" cert=""high"">Ill</placeName>, ein Nebenfluß des <placeName ref=""l11"" cert=""high"">Rheins</placeName>.",misc,0.0,0.125,0.0,0.0,0.6748018264770508,0.6322602033615112
12561,33,"<persName ref=""p4082"" cert=""high"">Konrad Zwicks</persName> Brief an Bullinger, der an <persName ref=""p8051"" cert=""high"">Blarer</persName> übermittelt wurde; s. <ref target=""file12559"">Nr. 2512</ref>, Anm. 2.","<persName ref=""p4082"" cert=""high"">Konrad Zwick</persName>, der erst kurz zuvor in Zürich war; s. <ref target=""file12554"">Nr. 2507</ref>,4-8.",misc,0.4166472999876154,0.46428571428571425,0.19803162353826262,0.26666666666666666,0.8765558004379272,0.7841710448265076
12561,41,"<persName ref=""p9780"" cert=""high"">Herzog Ulrich von Württemberg</persName>. - Zur Entsendung eines Boten durch <persName ref=""p9780"" cert=""high"">Ulrich</persName> nach <placeName ref=""l457"" cert=""high"">Konstanz</placeName> s. <ref target=""file12556"">Nr. 2509</ref>, Anm. 7.","<persName ref=""p9780"" cert=""high"">Herzog Ulrich von Württemberg</persName>.",short,0.2394293652279095,0.4313725490196079,0.1472821272412462,0.4347826086956522,0.7894771695137024,0.7405246496200562
12561,21,"Vgl. <ref target=""file12557"">Nr. 2510</ref>,<ptr target=""qvzl17175-5"" type=""qv""/>.","Zur dänischen Seeblockade und der durch sie ausgelösten Teuerung s. <ref target=""file12558"">Nr. 2511</ref>, Anm. 30.",misc,0.3013845792167326,0.24242424242424246,0.0,0.10526315789473684,0.7642518281936646,0.6837220788002014
11507,21,"<persName ref=""p6355"" cert=""high"">Hieronymus</persName>, De origine erroris libri duo, 1, 1-7 (<bibl>CChr</bibl> LIV 7-17).","Bullinger, De origine erroris libri duo, Zürich (<persName ref=""p1227"" cert=""high"">Christoph Froschauer</persName>) 1539 (<bibl>HBBibl</bibl> I 12), bes. f. 175v.-177r. (""Quanta constantia oporteat idololatriam fugere"").",bibl,0.3407020653083544,0.4615384615384615,0.1432153628472764,0.27777777777777773,0.7935279607772827,0.7213428616523743
11507,11,"<persName ref=""p18700"" cert=""high"">Augustin</persName>, De gratia et libero arbitrio, 2, 2 (<bibl>CChr-L</bibl> XXXI 21, 8-21).","<cit type=""bible""><ref>1Kön 18, 21</ref></cit>.",bible,0.0,0.12500000000000003,0.0,0.11111111111111112,0.7098763585090637,0.6444782614707947
11941,22,"Siehe oben <ref target=""file11920"">Nr. 1874</ref>, 2-4.","Vgl. oben <ref target=""file11929"">Nr. 1883</ref> mit Anm. 17.",inner_ref,0.4207643463510616,0.47619047619047616,0.0,0.30769230769230765,0.8986047506332397,0.8006840348243713
11941,17,"<persName ref=""p467"" cert=""high"">Bucer</persName> bezieht sich auf Bullingers Brief vom 18. März 1544 (oben <ref target=""file11920"">Nr. 1874</ref>, bes. Z. 2-4).","In ihrem Schreiben vom 2. April (s. oben <ref target=""file11938"">Nr. 1892</ref>, Anm. 16) hatten die Reichsstände die Eidgenossen aufgefordert, von weiterer Unterstützung des mit den Türken verbündeten französischen Königs Abstand zu nehmen.",misc,0.20656978373366744,0.20289855072463767,0.0,0.14545454545454545,0.7306584119796753,0.7032196521759033
11941,7,"<persName ref=""p467"" cert=""high"">Bucer</persName> bezieht sich auf Bullingers Brief vom 18. März 1544 (oben <ref target=""file11920"">Nr. 1874</ref>, bes. Z. 2-4).","Zur neuen Gesamtausgabe der Werke <persName ref=""p4091"" cert=""high"">Zwinglis</persName> s. oben <ref target=""file11919"">Nr. 1873</ref>, Anm. 4.",misc,0.40310421186187134,0.44,0.0,0.2,0.8239420056343079,0.6777201890945435
12561,34,"<persName ref=""p8051"" cert=""high"">Blarer</persName> bezieht sich auf den oben <ptr target=""qvzl17199-6"" type=""qv""/> erwähnten Brief der Zürcher an <persName ref=""p8051"" cert=""high"">Blarer</persName> vom 19. Juli. - Zum Überbringer des Briefes s. <ref target=""file12569"">Nr. 2522</ref>, Anm. 5.","d.h., dass <persName ref=""p4082"" cert=""high"">Zwick</persName> Bullinger wegen seiner vielen Tätigkeiten bewundert.",misc,0.12557634590310526,0.15384615384615385,0.0,0.0,0.7348255515098572,0.6240290403366089
12561,36,"<persName ref=""p8051"" cert=""high"">Ambrosius Blarer</persName> scheint damals ein entsprechendes Schreiben an die Zürcher verfaßt zu haben; s. <ref target=""file12561"">Nr. 2514</ref>, Anm. 8.","<persName ref=""p6955"" cert=""high"">Melchior Vögeli</persName>; s. <ref target=""file12560"">Nr. 2513</ref> und Anm. 8.",misc,0.4705423977763768,0.4897959183673469,0.24672473365009281,0.2758620689655173,0.8849973678588867,0.7775496244430542
11507,7,"<persName ref=""p18700"" cert=""high"">Augustin</persName>, De doctrina christiana, 4, 11, 18 (<bibl>CCD</bibl> XXVII 67).","Vgl. z. B. <cit type=""bible""><ref>Dtn 7, 5. 25</ref></cit>; <cit type=""bible""><ref>12, 1-3. 29-31.</ref></cit>",bible,0.0,0.04761904761904762,0.0,0.0,0.6835425496101379,0.6848146319389343
11941,27,"<persName ref=""p8051"" cert=""high"">Ambrosius</persName>, Adversus arii et Eutychen libri quatuor, 1, 1, 8 (<bibl>MPL</bibl> XVI 456).",Oben Z. 61-63.,inner_ref,0.0,0.0,0.0,0.0,0.5255024433135986,0.5775049328804016
12561,25,"<persName ref=""p8051"" cert=""high"">Blarer</persName> bezieht sich auf oben <ref target=""file12545"">Nr. 2498</ref>, 2-5.",25. Juli.,short,0.0,0.0,0.0,0.0,0.539999783039093,0.6514122486114502
12561,35,"Nr. 2510 vom 24. Juli. - Siehe dazu <ref target=""file12556"">Nr. 2505</ref>,<ptr target=""qvzl17243-8"" type=""qv""/>. 2509, Anm. 1. 2510, Anm. 1. 2511, Anm. 1. 2512, Anm. 1. 2513, Anm. 1. 2515, Anm. 2. 2516, Anm. 1. 2517, Anm. 1. 2519, Anm. 1. 2521, Anm. 1. 2524,Anm. 1. - Siehe dazu <ref target=""file12556"">Nr. 2505</ref>, Anm. 1.","Brief <ref target=""file12540"">Nr. 2493</ref> vom 10. Juli, den Bullinger <persName ref=""p6303"" cert=""high"">Hans Rych</persName> von <placeName ref=""l968"" cert=""high"">Rapperswil</placeName> anvertraut hatte. Im Briefwechsel mit <persName ref=""p8055"" cert=""high"">Blarer</persName> s. dazu zuletzt <ref target=""file12553"">Nr. 2506</ref>,1f, und <ref target=""file12554"">Nr. 2507</ref>,17.",misc,0.16561212753177626,0.21666666666666665,0.0,0.15789473684210525,0.7197548151016235,0.6436910033226013
11941,3,"<persName ref=""p467"" cert=""high"">Bucer</persName> bezieht sich auf Bullingers Brief vom 18. März 1544 (oben <ref target=""file11920"">Nr. 1874</ref>, bes. Z. 2-4).","<bibl>HBBW</bibl> XIII, <ref target=""file11877"">Nr. 1831</ref>.",self_ref,0.1656289552369802,0.21052631578947364,0.0,0.0909090909090909,0.776913046836853,0.6590734720230103
11507,14,"Vgl. Adagia, 1, 2, 1 (<bibl>ASD</bibl> II/1 155f, <ref target=""file10138"">Nr. 11</ref>).","Vgl. <cit type=""bible""><ref>Joh 5, 24</ref></cit>.",bible,0.10850279263059835,0.22222222222222224,0.0,0.13333333333333333,0.7413961887359619,0.7998127341270447
12561,7,"Siehe dazu <ref target=""file12556"">Nr. 2509</ref>, Anm. 4.",Entwurf. - Nicht erhalten.,missing,0.0,0.0,0.0,0.0,0.5612325072288513,0.5976592302322388
10650,6,"Vgl. <ref target=""file10649"">Nr. 611</ref>, Anm. 4.","Im ""Collegium praedicatorum"" waren neben den <placeName ref=""l492"" cert=""high"">Straßburger</placeName> Stipendiaten noch acht schwäbische Studenten der Bufflerschen Schulstiftung untergebracht (vgl. <hi>Ficker,</hi> Erste Lehr- und Lernbücher, aaO, S. 9-13, und <bibl>BucerDS</bibl> VII 537).",misc,0.0,0.07692307692307693,0.0,0.052631578947368425,0.6460404396057129,0.6071137189865112
12561,52,"<persName ref=""p18474"" cert=""high"">Königin Isabella von <placeName ref=""l11"" cert=""high"">Frankreich</placeName></persName>. - Siehe dazu <ref target=""file12548"">Nr. 2501</ref>, Anm. 19.",Neben Anna und Maria waren zu diesem Zeitpunkt zehn weitere Kinder am Leben. Zu deren Namen s. <bibl>HBBW</bibl> XIV 624.,self_ref,0.0,0.0,0.0,0.0,0.6290484666824341,0.6563904881477356
11941,18,"<persName ref=""p8051"" cert=""high"">Blarer</persName> hatte Bullinger am 17. März 1544 die Mitteilung übermittelt; s. oben <ref target=""file11920"">Nr. 1874</ref>, 1-4.","Zur Gefangennahme und Ausweisung des französischen Herolds (fetialis) <persName ref=""p5731"" cert=""high"">François Maillart</persName> s. oben <ref target=""file11902"">Nr. 1856</ref>, 27 mit Anm. 16.",misc,0.4451916966468558,0.38596491228070173,0.15893173256894633,0.16216216216216214,0.8373367190361023,0.7116745114326477
